0.0001, 6.95854798906
0.00014563484775, 7.05567249789
0.000212095088792, 7.10033123637
0.000308884359648, 7.15092381653
0.000449843266897, 7.20988438385
0.00065512855686, 7.31170927848
0.00095409547635, 7.46061950927
0.00138949549437, 7.63794012979
0.00202358964773, 8.01310659632
0.00294705170255, 8.42247176136
0.00429193426013, 8.92339908955
0.00625055192527, 9.76396182935
0.00910298177992, 10.6992245348
0.0132571136559, 11.8107893932
0.0193069772888, 12.9611838192
0.0281176869797, 13.8166403913
0.0409491506238, 14.1776709473
0.0596362331659, 13.8455172735
0.0868511373751, 12.8001346085
0.126485521686, 11.0344259237
0.184206996933, 8.70707333804
0.268269579528, 6.06541210243
0.390693993705, 3.47275407307
0.568986602902, 1.36258739327
0.828642772855, 0.163490208688
1.20679264064, 0.153245445192
1.75751062485, 1.39534270088
2.5595479227, 3.70256416865
3.72759372031, 6.73758893618
5.42867543932, 10.1159946544
7.90604321091, 13.4873438101
11.5139539933, 16.6161334625
16.7683293681, 19.3980669107
24.4205309455, 21.7168673137
35.5648030622, 23.5417875532
51.7947467923, 24.8391750727
75.4312006335, 25.6104209095
109.854114199, 25.8260609378
159.985871961, 25.5595496072
232.995181052, 24.1600665518
339.32217719, 21.6523989881
494.171336132, 16.8982666536
719.685673001, 8.63172941096
1048.11313415, 5.23605720818
1526.41796718, 40.2816364912
2222.99648253, 156.262544146
3237.45754282, -1157.28483146
4714.86636346, -228.871123871
6866.48845004, -156.876557761
10000.0, -131.513841575
